season,league,team_name,team_abbreviation,playoffs,games_played,minutes_played,field_goals,field_goal_attempts,field_goal_percentage,three_pointers,three_point_attempts,three_point_percentage,two_pointers,two_point_attempts,two_point_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
2011,NBA,Portland Trail Blazers,POR,True,82.0,19805.0,2951.0,6599.0,0.447,518.0,1503.0,0.345,2433.0,5096.0,0.477,1476.0,1835.0,0.804,996.0,2230.0,3226.0,1736.0,660.0,358.0,1070.0,1585.0,7896.0
2011,NBA,Sacramento Kings,SAC,False,82.0,19855.0,3134.0,6979.0,0.449,428.0,1277.0,0.335,2706.0,5702.0,0.475,1455.0,1981.0,0.734,1071.0,2526.0,3597.0,1675.0,608.0,391.0,1324.0,1805.0,8151.0
2011,NBA,San Antonio Spurs,SAS,True,82.0,19780.0,3148.0,6628.0,0.475,685.0,1727.0,0.397,2463.0,4901.0,0.503,1521.0,1984.0,0.767,829.0,2603.0,3432.0,1836.0,602.0,372.0,1101.0,1556.0,8502.0
2011,NBA,Toronto Raptors,TOR,False,82.0,19780.0,3144.0,6755.0,0.465,345.0,1091.0,0.316,2799.0,5664.0,0.494,1491.0,1976.0,0.755,963.0,2343.0,3306.0,1795.0,581.0,350.0,1206.0,1807.0,8124.0
2011,NBA,Utah Jazz,UTA,False,82.0,19880.0,3064.0,6590.0,0.465,435.0,1256.0,0.346,2629.0,5334.0,0.493,1590.0,2061.0,0.771,898.0,2338.0,3236.0,1921.0,629.0,484.0,1175.0,1865.0,8153.0
2011,NBA,Washington Wizards,WAS,False,82.0,19930.0,3048.0,6888.0,0.443,392.0,1182.0,0.332,2656.0,5706.0,0.465,1489.0,1999.0,0.745,1013.0,2374.0,3387.0,1592.0,665.0,502.0,1258.0,1850.0,7977.0
2011,NBA,League Average,,False,82.0,19835.0,3054.0,6660.0,0.459,530.0,1477.0,0.358,2525.0,5183.0,0.487,1525.0,1998.0,0.763,895.0,2499.0,3394.0,1763.0,601.0,399.0,1169.0,1698.0,8163.0
2010,NBA,Atlanta Hawks,ATL,True,82.0,19855.0,3181.0,6801.0,0.468,524.0,1455.0,0.36,2657.0,5346.0,0.497,1452.0,1914.0,0.759,969.0,2451.0,3420.0,1789.0,592.0,413.0,980.0,1632.0,8338.0
2010,NBA,Boston Celtics,BOS,True,82.0,19780.0,3039.0,6294.0,0.483,499.0,1433.0,0.348,2540.0,4861.0,0.523,1559.0,2090.0,0.746,716.0,2449.0,3165.0,1930.0,701.0,402.0,1219.0,1816.0,8136.0
2010,NBA,Charlotte Bobcats,CHA,True,82.0,19880.0,2858.0,6306.0,0.453,460.0,1331.0,0.346,2398.0,4975.0,0.482,1637.0,2180.0,0.751,858.0,2490.0,3348.0,1658.0,632.0,446.0,1290.0,1597.0,7813.0
2010,NBA,Chicago Bulls,CHI,True,82.0,19905.0,3081.0,6825.0,0.451,352.0,1066.0,0.33,2729.0,5759.0,0.474,1479.0,1962.0,0.754,937.0,2715.0,3652.0,1704.0,531.0,478.0,1175.0,1648.0,7993.0
2010,NBA,Cleveland Cavaliers,CLE,True,82.0,19780.0,3101.0,6391.0,0.485,602.0,1582.0,0.381,2499.0,4809.0,0.52,1569.0,2180.0,0.72,791.0,2692.0,3483.0,1835.0,564.0,425.0,1137.0,1591.0,8373.0
2010,NBA,Dallas Mavericks,DAL,True,82.0,19880.0,3140.0,6760.0,0.464,558.0,1498.0,0.372,2582.0,5262.0,0.491,1526.0,1870.0,0.816,834.0,2586.0,3420.0,1917.0,624.0,449.0,1059.0,1563.0,8364.0
2010,NBA,Denver Nuggets,DEN,True,82.0,19780.0,3124.0,6678.0,0.468,544.0,1517.0,0.359,2580.0,5161.0,0.5,1937.0,2508.0,0.772,889.0,2505.0,3394.0,1719.0,683.0,417.0,1136.0,1844.0,8729.0
2010,NBA,Detroit Pistons,DET,False,82.0,19780.0,2940.0,6602.0,0.445,374.0,1190.0,0.314,2566.0,5412.0,0.474,1455.0,1998.0,0.728,1053.0,2242.0,3295.0,1591.0,596.0,313.0,1100.0,1822.0,7709.0
2010,NBA,Golden State Warriors,GSW,False,82.0,19730.0,3329.0,7094.0,0.469,633.0,1687.0,0.375,2696.0,5407.0,0.499,1631.0,2085.0,0.782,753.0,2397.0,3150.0,1839.0,761.0,340.0,1204.0,1886.0,8922.0
2010,NBA,Houston Rockets,HOU,False,82.0,19905.0,3094.0,6923.0,0.447,646.0,1838.0,0.351,2448.0,5085.0,0.481,1561.0,2022.0,0.772,971.0,2471.0,3442.0,1790.0,583.0,318.0,1188.0,1712.0,8395.0
2010,NBA,Indiana Pacers,IND,False,82.0,19705.0,3020.0,6823.0,0.443,659.0,1896.0,0.348,2361.0,4927.0,0.479,1564.0,2019.0,0.775,785.0,2618.0,3403.0,1730.0,585.0,439.0,1232.0,1848.0,8263.0
2010,NBA,Los Angeles Clippers,LAC,False,82.0,19705.0,3002.0,6601.0,0.455,483.0,1457.0,0.332,2519.0,5144.0,0.49,1362.0,1867.0,0.73,927.0,2502.0,3429.0,1810.0,532.0,466.0,1285.0,1581.0,7849.0
2010,NBA,Los Angeles Lakers,LAL,True,82.0,19830.0,3144.0,6875.0,0.457,532.0,1562.0,0.341,2612.0,5313.0,0.492,1519.0,1985.0,0.765,973.0,2662.0,3635.0,1730.0,612.0,400.0,1096.0,1592.0,8339.0
2010,NBA,Memphis Grizzlies,MEM,False,82.0,19905.0,3223.0,6875.0,0.469,344.0,1020.0,0.337,2879.0,5855.0,0.492,1614.0,2202.0,0.733,1070.0,2496.0,3566.0,1543.0,645.0,399.0,1248.0,1655.0,8404.0
2010,NBA,Miami Heat,MIA,True,82.0,19880.0,2984.0,6518.0,0.458,494.0,1426.0,0.346,2490.0,5092.0,0.489,1452.0,1931.0,0.752,875.0,2553.0,3428.0,1548.0,605.0,457.0,1079.0,1710.0,7914.0
2010,NBA,Milwaukee Bucks,MIL,True,82.0,19980.0,3050.0,6998.0,0.436,645.0,1813.0,0.356,2405.0,5185.0,0.464,1264.0,1675.0,0.755,965.0,2560.0,3525.0,1740.0,580.0,385.0,1085.0,1823.0,8009.0
2010,NBA,Minnesota Timberwolves,MIN,False,82.0,19780.0,3106.0,6923.0,0.449,403.0,1181.0,0.341,2703.0,5742.0,0.471,1436.0,1926.0,0.746,962.0,2556.0,3518.0,1626.0,597.0,306.0,1333.0,1699.0,8051.0
2010,NBA,New Jersey Nets,NJN,False,82.0,19780.0,2813.0,6554.0,0.429,377.0,1185.0,0.318,2436.0,5369.0,0.454,1572.0,2015.0,0.78,897.0,2358.0,3255.0,1540.0,573.0,393.0,1182.0,1643.0,7575.0
2010,NBA,New Orleans Hornets,NOH,False,82.0,19830.0,3178.0,6842.0,0.464,571.0,1572.0,0.363,2607.0,5270.0,0.495,1293.0,1661.0,0.778,852.0,2450.0,3302.0,1828.0,625.0,300.0,1103.0,1606.0,8220.0
2010,NBA,New York Knicks,NYK,False,82.0,19880.0,3127.0,6876.0,0.455,743.0,2145.0,0.346,2384.0,4731.0,0.504,1376.0,1759.0,0.782,836.0,2477.0,3313.0,1772.0,586.0,305.0,1148.0,1638.0,8373.0
2010,NBA,Oklahoma City Thunder,OKC,True,82.0,19805.0,3063.0,6629.0,0.462,418.0,1229.0,0.34,2645.0,5400.0,0.49,1778.0,2210.0,0.805,960.0,2607.0,3567.0,1639.0,654.0,481.0,1227.0,1743.0,8322.0
2010,NBA,Orlando Magic,ORL,True,82.0,19730.0,3005.0,6394.0,0.47,841.0,2241.0,0.375,2164.0,4153.0,0.521,1575.0,2176.0,0.724,810.0,2736.0,3546.0,1615.0,512.0,456.0,1155.0,1629.0,8426.0
2010,NBA,Philadelphia 76ers,PHI,False,82.0,19805.0,3087.0,6706.0,0.46,474.0,1381.0,0.343,2613.0,5325.0,0.491,1366.0,1808.0,0.756,941.0,2421.0,3362.0,1723.0,667.0,439.0,1192.0,1677.0,8014.0
2010,NBA,Phoenix Suns,PHO,True,82.0,19730.0,3339.0,6788.0,0.492,730.0,1770.0,0.412,2609.0,5018.0,0.52,1631.0,2117.0,0.77,910.0,2616.0,3526.0,1912.0,479.0,418.0,1210.0,1713.0,9039.0
2010,NBA,Portland Trail Blazers,POR,True,82.0,19855.0,2974.0,6453.0,0.461,491.0,1388.0,0.354,2483.0,5065.0,0.49,1606.0,2033.0,0.79,913.0,2383.0,3296.0,1674.0,523.0,350.0,1012.0,1715.0,8045.0
2010,NBA,Sacramento Kings,SAC,False,82.0,19880.0,3144.0,6895.0,0.456,482.0,1383.0,0.349,2662.0,5512.0,0.483,1430.0,1969.0,0.726,977.0,2518.0,3495.0,1679.0,564.0,366.0,1226.0,1827.0,8200.0
2010,NBA,San Antonio Spurs,SAS,True,82.0,19780.0,3150.0,6659.0,0.473,554.0,1547.0,0.358,2596.0,5112.0,0.508,1458.0,1969.0,0.74,887.0,2621.0,3508.0,1829.0,516.0,381.0,1116.0,1669.0,8312.0
2010,NBA,Toronto Raptors,TOR,False,82.0,19780.0,3199.0,6631.0,0.482,518.0,1397.0,0.371,2681.0,5234.0,0.512,1618.0,2118.0,0.764,806.0,2507.0,3313.0,1804.0,469.0,384.0,1100.0,1819.0,8534.0
2010,NBA,Utah Jazz,UTA,True,82.0,19755.0,3227.0,6575.0,0.491,439.0,1207.0,0.364,2788.0,5368.0,0.519,1654.0,2233.0,0.741,872.0,2588.0,3460.0,2187.0,675.0,400.0,1246.0,1859.0,8547.0
2010,NBA,Washington Wizards,WAS,False,82.0,19830.0,3008.0,6700.0,0.449,432.0,1225.0,0.353,2576.0,5475.0,0.471,1444.0,1895.0,0.762,966.0,2458.0,3424.0,1557.0,493.0,421.0,1219.0,1752.0,7892.0
2010,NBA,League Average,,False,82.0,19817.0,3091.0,6700.0,0.461,527.0,1487.0,0.355,2564.0,5212.0,0.492,1527.0,2013.0,0.759,899.0,2523.0,3421.0,1742.0,592.0,398.0,1166.0,1710.0,8237.0
2009,NBA,Atlanta Hawks,ATL,True,82.0,19705.0,2956.0,6451.0,0.458,597.0,1633.0,0.366,2359.0,4818.0,0.49,1537.0,2085.0,0.737,870.0,2412.0,3282.0,1657.0,603.0,376.0,1048.0,1610.0,8046.0
2009,NBA,Boston Celtics,BOS,True,82.0,19880.0,3075.0,6333.0,0.486,538.0,1355.0,0.397,2537.0,4978.0,0.51,1587.0,2075.0,0.765,869.0,2586.0,3455.0,1862.0,621.0,387.0,1280.0,1897.0,8275.0
2009,NBA,Charlotte Bobcats,CHA,False,82.0,19930.0,2866.0,6299.0,0.455,490.0,1339.0,0.366,2376.0,4960.0,0.479,1455.0,1965.0,0.74,886.0,2366.0,3252.0,1741.0,580.0,397.0,1279.0,1754.0,7677.0
2009,NBA,Chicago Bulls,CHI,True,82.0,19930.0,3126.0,6846.0,0.457,493.0,1293.0,0.381,2633.0,5553.0,0.474,1633.0,2052.0,0.796,970.0,2481.0,3451.0,1732.0,615.0,453.0,1192.0,1709.0,8378.0
2009,NBA,Cleveland Cavaliers,CLE,True,82.0,19780.0,3022.0,6454.0,0.468,656.0,1670.0,0.393,2366.0,4784.0,0.495,1523.0,2012.0,0.757,886.0,2574.0,3460.0,1663.0,593.0,435.0,1045.0,1663.0,8223.0
2009,NBA,Dallas Mavericks,DAL,True,82.0,19805.0,3128.0,6770.0,0.462,571.0,1632.0,0.35,2557.0,5138.0,0.498,1516.0,1852.0,0.819,909.0,2595.0,3504.0,1779.0,591.0,429.0,1043.0,1600.0,8343.0
2009,NBA,Denver Nuggets,DEN,True,82.0,19730.0,3058.0,6510.0,0.47,548.0,1477.0,0.371,2510.0,5033.0,0.499,1891.0,2487.0,0.76,905.0,2507.0,3412.0,1820.0,710.0,492.0,1257.0,1874.0,8555.0
2009,NBA,Detroit Pistons,DET,True,82.0,19905.0,2981.0,6559.0,0.454,377.0,1079.0,0.349,2604.0,5480.0,0.475,1388.0,1849.0,0.751,949.0,2448.0,3397.0,1689.0,493.0,377.0,973.0,1712.0,7727.0
2009,NBA,Golden State Warriors,GSW,False,82.0,19880.0,3231.0,7055.0,0.458,550.0,1475.0,0.373,2681.0,5580.0,0.48,1893.0,2392.0,0.791,953.0,2492.0,3445.0,1711.0,638.0,527.0,1201.0,1842.0,8905.0
2009,NBA,Houston Rockets,HOU,True,82.0,19805.0,2959.0,6526.0,0.453,621.0,1656.0,0.375,2338.0,4870.0,0.48,1531.0,1903.0,0.805,862.0,2662.0,3524.0,1662.0,548.0,355.0,1158.0,1553.0,8070.0
2009,NBA,Indiana Pacers,IND,False,82.0,19830.0,3220.0,7080.0,0.455,652.0,1725.0,0.378,2568.0,5355.0,0.48,1525.0,1890.0,0.807,924.0,2661.0,3585.0,1775.0,573.0,434.0,1189.0,1895.0,8617.0
2009,NBA,Los Angeles Clippers,LAC,False,82.0,19880.0,2955.0,6696.0,0.441,535.0,1513.0,0.354,2420.0,5183.0,0.467,1354.0,1839.0,0.736,890.0,2377.0,3267.0,1723.0,572.0,482.0,1221.0,1650.0,7799.0
2009,NBA,Los Angeles Lakers,LAL,True,82.0,19780.0,3307.0,6981.0,0.474,547.0,1516.0,0.361,2760.0,5465.0,0.505,1607.0,2087.0,0.77,1015.0,2587.0,3602.0,1908.0,718.0,420.0,1103.0,1698.0,8768.0
2009,NBA,Memphis Grizzlies,MEM,False,82.0,19805.0,2865.0,6311.0,0.454,398.0,1106.0,0.36,2467.0,5205.0,0.474,1570.0,2077.0,0.756,847.0,2337.0,3184.0,1423.0,615.0,385.0,1252.0,1777.0,7698.0
2009,NBA,Miami Heat,MIA,True,82.0,19955.0,3034.0,6646.0,0.457,582.0,1631.0,0.357,2452.0,5015.0,0.489,1411.0,1871.0,0.754,828.0,2411.0,3239.0,1671.0,651.0,451.0,1026.0,1696.0,8061.0
2009,NBA,Milwaukee Bucks,MIL,False,82.0,19780.0,3009.0,6755.0,0.445,511.0,1408.0,0.363,2498.0,5347.0,0.467,1613.0,2067.0,0.78,973.0,2367.0,3340.0,1802.0,609.0,308.0,1154.0,1986.0,8142.0
2009,NBA,Minnesota Timberwolves,MIN,False,82.0,19805.0,2986.0,6766.0,0.441,543.0,1539.0,0.353,2443.0,5227.0,0.467,1504.0,1957.0,0.769,975.0,2442.0,3417.0,1674.0,512.0,322.0,1165.0,1785.0,8019.0
2009,NBA,New Jersey Nets,NJN,False,82.0,19830.0,2925.0,6536.0,0.448,652.0,1735.0,0.376,2273.0,4801.0,0.473,1542.0,1980.0,0.779,850.0,2415.0,3265.0,1636.0,559.0,391.0,1075.0,1838.0,8044.0
2009,NBA,New Orleans Hornets,NOH,True,82.0,19755.0,2911.0,6366.0,0.457,556.0,1526.0,0.364,2355.0,4840.0,0.487,1479.0,1833.0,0.807,802.0,2453.0,3255.0,1609.0,593.0,338.0,1029.0,1665.0,7857.0
2009,NBA,New York Knicks,NYK,False,82.0,19805.0,3157.0,7091.0,0.445,823.0,2284.0,0.36,2334.0,4807.0,0.486,1490.0,1900.0,0.784,911.0,2545.0,3456.0,1738.0,610.0,204.0,1174.0,1672.0,8627.0
2009,NBA,Oklahoma City Thunder,OKC,False,82.0,19805.0,2999.0,6716.0,0.447,328.0,949.0,0.346,2671.0,5767.0,0.463,1626.0,2069.0,0.786,999.0,2497.0,3496.0,1663.0,608.0,371.0,1330.0,1655.0,7952.0
2009,NBA,Orlando Magic,ORL,True,82.0,19730.0,2929.0,6416.0,0.457,817.0,2147.0,0.381,2112.0,4269.0,0.495,1611.0,2253.0,0.715,819.0,2728.0,3547.0,1593.0,570.0,439.0,1142.0,1664.0,8286.0
2009,NBA,Philadelphia 76ers,PHI,True,82.0,19755.0,2997.0,6532.0,0.459,341.0,1072.0,0.318,2656.0,5460.0,0.486,1652.0,2216.0,0.745,1039.0,2336.0,3375.0,1647.0,658.0,415.0,1157.0,1650.0,7987.0
2009,NBA,Phoenix Suns,PHO,False,82.0,19755.0,3373.0,6695.0,0.504,553.0,1445.0,0.383,2820.0,5250.0,0.537,1675.0,2251.0,0.744,900.0,2520.0,3420.0,1905.0,589.0,420.0,1288.0,1691.0,8974.0
2009,NBA,Portland Trail Blazers,POR,True,82.0,19830.0,3018.0,6494.0,0.465,596.0,1555.0,0.383,2422.0,4939.0,0.49,1521.0,1988.0,0.765,1060.0,2360.0,3420.0,1667.0,550.0,402.0,1055.0,1671.0,8153.0
2009,NBA,Sacramento Kings,SAC,False,82.0,19905.0,2990.0,6685.0,0.447,586.0,1594.0,0.368,2404.0,5091.0,0.472,1682.0,2107.0,0.798,840.0,2366.0,3206.0,1619.0,569.0,349.0,1266.0,1910.0,8248.0
2009,NBA,San Antonio Spurs,SAS,True,82.0,19905.0,3042.0,6534.0,0.466,625.0,1620.0,0.386,2417.0,4914.0,0.492,1249.0,1641.0,0.761,728.0,2638.0,3366.0,1736.0,474.0,329.0,963.0,1546.0,7958.0
2009,NBA,Toronto Raptors,TOR,False,82.0,19805.0,3054.0,6673.0,0.458,479.0,1289.0,0.372,2575.0,5384.0,0.478,1534.0,1861.0,0.824,802.0,2513.0,3315.0,1835.0,523.0,390.0,1098.0,1593.0,8121.0
2009,NBA,Utah Jazz,UTA,True,82.0,19880.0,3143.0,6623.0,0.475,392.0,1122.0,0.349,2751.0,5501.0,0.5,1814.0,2352.0,0.771,940.0,2423.0,3363.0,2024.0,719.0,374.0,1210.0,1830.0,8492.0
2009,NBA,Washington Wizards,WAS,False,82.0,19705.0,2994.0,6655.0,0.45,395.0,1198.0,0.33,2599.0,5457.0,0.476,1494.0,1948.0,0.767,956.0,2330.0,3286.0,1641.0,619.0,365.0,1146.0,1679.0,7877.0
2009,NBA,League Average,,False,82.0,19822.0,3044.0,6635.0,0.459,545.0,1486.0,0.367,2499.0,5149.0,0.485,1564.0,2029.0,0.771,905.0,2481.0,3386.0,1720.0,596.0,394.0,1151.0,1726.0,8196.0
2008,NBA,Atlanta Hawks,ATL,True,82.0,19855.0,2975.0,6552.0,0.454,384.0,1078.0,0.356,2591.0,5474.0,0.473,1720.0,2227.0,0.772,1008.0,2454.0,3462.0,1804.0,600.0,448.0,1223.0,1673.0,8054.0
2008,NBA,Boston Celtics,BOS,True,82.0,19755.0,2986.0,6286.0,0.475,596.0,1564.0,0.381,2390.0,4722.0,0.506,1677.0,2176.0,0.771,830.0,2615.0,3445.0,1833.0,696.0,379.0,1246.0,1864.0,8245.0
2008,NBA,Charlotte Bobcats,CHA,False,82.0,19880.0,2960.0,6554.0,0.452,529.0,1443.0,0.367,2431.0,5111.0,0.476,1510.0,2115.0,0.714,892.0,2440.0,3332.0,1748.0,614.0,402.0,1204.0,1777.0,7959.0
2008,NBA,Chicago Bulls,CHI,False,82.0,19805.0,2987.0,6861.0,0.435,474.0,1305.0,0.363,2513.0,5556.0,0.452,1533.0,2029.0,0.756,1050.0,2478.0,3528.0,1811.0,635.0,429.0,1197.0,1784.0,7981.0
2008,NBA,Cleveland Cavaliers,CLE,True,82.0,19855.0,2937.0,6697.0,0.439,552.0,1544.0,0.358,2385.0,5153.0,0.463,1477.0,2061.0,0.717,1092.0,2563.0,3655.0,1640.0,579.0,427.0,1145.0,1712.0,7903.0
2008,NBA,Dallas Mavericks,DAL,True,82.0,19730.0,3025.0,6515.0,0.464,494.0,1403.0,0.352,2531.0,5112.0,0.495,1690.0,2075.0,0.814,883.0,2643.0,3526.0,1720.0,490.0,402.0,1037.0,1786.0,8234.0
2008,NBA,Denver Nuggets,DEN,True,82.0,19855.0,3307.0,7038.0,0.47,569.0,1605.0,0.355,2738.0,5433.0,0.504,1891.0,2519.0,0.751,918.0,2698.0,3616.0,2024.0,752.0,551.0,1203.0,1731.0,9074.0
2008,NBA,Detroit Pistons,DET,True,82.0,19730.0,2999.0,6551.0,0.458,487.0,1330.0,0.366,2512.0,5221.0,0.481,1507.0,1965.0,0.767,974.0,2423.0,3397.0,1831.0,583.0,472.0,956.0,1688.0,7992.0
2008,NBA,Golden State Warriors,GSW,False,82.0,19780.0,3403.0,7406.0,0.459,761.0,2185.0,0.348,2642.0,5221.0,0.506,1538.0,2044.0,0.752,1045.0,2496.0,3541.0,1833.0,744.0,377.0,1082.0,1875.0,9105.0
2008,NBA,Houston Rockets,HOU,True,82.0,19730.0,3003.0,6698.0,0.448,583.0,1707.0,0.342,2420.0,4991.0,0.485,1342.0,1848.0,0.726,1002.0,2659.0,3661.0,1757.0,598.0,420.0,1125.0,1609.0,7931.0
2008,NBA,Indiana Pacers,IND,False,82.0,19755.0,3102.0,6993.0,0.444,755.0,2021.0,0.374,2347.0,4972.0,0.472,1568.0,2042.0,0.768,904.0,2633.0,3537.0,1864.0,623.0,412.0,1236.0,1921.0,8527.0
2008,NBA,Los Angeles Clippers,LAC,False,82.0,19805.0,2820.0,6445.0,0.438,350.0,1079.0,0.324,2470.0,5366.0,0.46,1702.0,2178.0,0.781,800.0,2491.0,3291.0,1732.0,557.0,398.0,1180.0,1745.0,7692.0
2008,NBA,Los Angeles Lakers,LAL,True,82.0,19780.0,3248.0,6818.0,0.476,662.0,1751.0,0.378,2586.0,5067.0,0.51,1746.0,2270.0,0.769,898.0,2722.0,3620.0,2003.0,654.0,438.0,1156.0,1691.0,8904.0
2008,NBA,Memphis Grizzlies,MEM,False,82.0,19805.0,3060.0,6737.0,0.454,620.0,1779.0,0.349,2440.0,4958.0,0.492,1517.0,2097.0,0.723,848.0,2567.0,3415.0,1574.0,503.0,386.0,1251.0,1592.0,8257.0
2008,NBA,Miami Heat,MIA,False,82.0,19830.0,2808.0,6336.0,0.443,491.0,1373.0,0.358,2317.0,4963.0,0.467,1384.0,1903.0,0.727,743.0,2342.0,3085.0,1644.0,589.0,355.0,1202.0,1670.0,7491.0
2008,NBA,Milwaukee Bucks,MIL,False,82.0,19855.0,3026.0,6745.0,0.449,452.0,1313.0,0.344,2574.0,5432.0,0.474,1452.0,1980.0,0.733,1055.0,2363.0,3418.0,1760.0,544.0,361.0,1210.0,1748.0,7956.0
2008,NBA,Minnesota Timberwolves,MIN,False,82.0,19730.0,3076.0,6817.0,0.451,441.0,1259.0,0.35,2635.0,5558.0,0.474,1246.0,1693.0,0.736,964.0,2428.0,3392.0,1630.0,616.0,306.0,1188.0,1885.0,7839.0
2008,NBA,New Jersey Nets,NJN,False,82.0,19830.0,2856.0,6450.0,0.443,498.0,1430.0,0.348,2358.0,5020.0,0.47,1647.0,2237.0,0.736,913.0,2520.0,3433.0,1925.0,521.0,390.0,1229.0,1855.0,7857.0
2008,NBA,New Orleans Hornets,NOH,True,82.0,19805.0,3164.0,6796.0,0.466,630.0,1621.0,0.389,2534.0,5175.0,0.49,1312.0,1707.0,0.769,937.0,2494.0,3431.0,1785.0,637.0,321.0,974.0,1531.0,8270.0
2008,NBA,New York Knicks,NYK,False,82.0,19880.0,2967.0,6757.0,0.439,490.0,1454.0,0.337,2477.0,5303.0,0.467,1524.0,2095.0,0.727,1029.0,2457.0,3486.0,1530.0,521.0,213.0,1187.0,1761.0,7948.0
2008,NBA,Orlando Magic,ORL,True,82.0,19780.0,3058.0,6446.0,0.474,801.0,2074.0,0.386,2257.0,4372.0,0.516,1650.0,2288.0,0.721,768.0,2677.0,3445.0,1706.0,520.0,333.0,1173.0,1688.0,8567.0
2008,NBA,Philadelphia 76ers,PHI,True,82.0,19755.0,3056.0,6648.0,0.46,302.0,952.0,0.317,2754.0,5696.0,0.483,1509.0,2137.0,0.706,1067.0,2370.0,3437.0,1673.0,712.0,400.0,1172.0,1620.0,7923.0
2008,NBA,Phoenix Suns,PHO,True,82.0,19780.0,3392.0,6782.0,0.5,694.0,1764.0,0.393,2698.0,5018.0,0.538,1548.0,1977.0,0.783,720.0,2683.0,3403.0,2188.0,532.0,518.0,1184.0,1633.0,9026.0
2008,NBA,Portland Trail Blazers,POR,False,82.0,19905.0,2935.0,6546.0,0.448,538.0,1426.0,0.377,2397.0,5120.0,0.468,1412.0,1841.0,0.767,901.0,2438.0,3339.0,1733.0,455.0,360.0,1056.0,1642.0,7820.0
2008,NBA,Sacramento Kings,SAC,False,82.0,19830.0,3043.0,6558.0,0.464,510.0,1367.0,0.373,2533.0,5191.0,0.488,1812.0,2272.0,0.798,829.0,2456.0,3285.0,1567.0,651.0,334.0,1317.0,1839.0,8408.0
2008,NBA,San Antonio Spurs,SAS,True,82.0,19730.0,2938.0,6424.0,0.457,594.0,1610.0,0.369,2344.0,4814.0,0.487,1350.0,1774.0,0.761,771.0,2612.0,3383.0,1718.0,521.0,337.0,1035.0,1537.0,7820.0
2008,NBA,Seattle SuperSonics,SEA,False,82.0,19830.0,3125.0,7032.0,0.444,313.0,939.0,0.333,2812.0,6093.0,0.462,1436.0,1866.0,0.77,971.0,2688.0,3659.0,1748.0,531.0,400.0,1310.0,1680.0,7999.0
2008,NBA,Toronto Raptors,TOR,True,82.0,19830.0,3148.0,6726.0,0.468,572.0,1459.0,0.392,2576.0,5267.0,0.489,1347.0,1658.0,0.812,790.0,2496.0,3286.0,1953.0,570.0,336.0,959.0,1596.0,8215.0
2008,NBA,Utah Jazz,UTA,True,82.0,19705.0,3279.0,6592.0,0.497,407.0,1095.0,0.372,2872.0,5497.0,0.522,1745.0,2298.0,0.759,942.0,2410.0,3352.0,2165.0,717.0,355.0,1200.0,1970.0,8710.0
2008,NBA,Washington Wizards,WAS,True,82.0,19905.0,2986.0,6695.0,0.446,575.0,1614.0,0.356,2411.0,5081.0,0.475,1557.0,1991.0,0.782,1007.0,2404.0,3411.0,1607.0,632.0,391.0,1082.0,1606.0,8104.0
2008,NBA,League Average,,False,82.0,19803.0,3056.0,6683.0,0.457,537.0,1485.0,0.362,2518.0,5199.0,0.484,1545.0,2045.0,0.755,918.0,2524.0,3442.0,1784.0,597.0,388.0,1157.0,1724.0,8194.0
2007,NBA,Atlanta Hawks,ATL,False,82.0,19880.0,2831.0,6372.0,0.444,341.0,1038.0,0.329,2490.0,5334.0,0.467,1677.0,2203.0,0.761,976.0,2312.0,3288.0,1573.0,609.0,446.0,1306.0,1970.0,7680.0
2007,NBA,Boston Celtics,BOS,False,82.0,19855.0,2858.0,6454.0,0.443,471.0,1283.0,0.367,2387.0,5171.0,0.462,1670.0,2178.0,0.767,918.0,2391.0,3309.0,1630.0,589.0,382.0,1350.0,1971.0,7857.0
2007,NBA,Charlotte Bobcats,CHA,False,82.0,20005.0,2960.0,6643.0,0.446,457.0,1280.0,0.357,2503.0,5363.0,0.467,1568.0,2136.0,0.734,920.0,2346.0,3266.0,1836.0,638.0,369.0,1224.0,1985.0,7945.0
2007,NBA,Chicago Bulls,CHI,True,82.0,19780.0,3046.0,6663.0,0.457,480.0,1237.0,0.388,2566.0,5426.0,0.473,1528.0,2083.0,0.734,984.0,2597.0,3581.0,1832.0,639.0,445.0,1310.0,1908.0,8100.0
2007,NBA,Cleveland Cavaliers,CLE,True,82.0,19880.0,2978.0,6658.0,0.447,494.0,1404.0,0.352,2484.0,5254.0,0.473,1484.0,2133.0,0.696,1039.0,2529.0,3568.0,1708.0,625.0,353.0,1177.0,1781.0,7934.0
2007,NBA,Dallas Mavericks,DAL,True,82.0,19755.0,3010.0,6442.0,0.467,535.0,1404.0,0.381,2475.0,5038.0,0.491,1646.0,2045.0,0.805,920.0,2515.0,3435.0,1632.0,560.0,408.0,1140.0,1837.0,8201.0
2007,NBA,Denver Nuggets,DEN,True,82.0,19780.0,3164.0,6805.0,0.465,484.0,1440.0,0.336,2680.0,5365.0,0.5,1827.0,2449.0,0.746,1001.0,2558.0,3559.0,1920.0,678.0,435.0,1352.0,1756.0,8639.0
